Did Promotion Run?,In-Store Date End,In-Store Date Start,PPG,Plan Accounts,Promo type,Promotion Key,Promotion Name,Promotion Status,Promotion mechanism,Retailer,CustHierarchyNum,Manual Start Date,Manual End Date
YES,2025-03-01,2025-01-25,BEN RTH FAM SIZE,DELHAIZE (PG),Temp Price Reduction,2410200000003273LIVE,"202419-202432 - 20240506 - 20240810 - DELHAIZE (PG) - Temp Price Reduction - Trade Promotion - Other Discount - 3273, Bens Family sz Scan at HFD- May-Aug",130 - Finished - Evaluated,Other Discount,Hannaford,41135851,2024-05-06,2024-08-12
YES,2024-05-25,2024-05-18,BEN RISOTTO RTH 8.5-8.8Z,WAKEFERN (PG),Temp Price Reduction,2410200000003409LIVE,202404-202427 - 20240121 - 20240630 - WAKEFERN (PG) - Temp Price Reduction - Trade Promotion - Other Discount - 3409,130 - Finished - Evaluated,Other Discount,ShopRite,41135870,2024-05-12,2024-05-18
YES,2025-03-01,2025-01-25,BEN TEN RTH 8.5-8.8Z,WAKEFERN (PG),Temp Price Reduction,2410200000003409LIVE,202404-202427 - 20240121 - 20240630 - WAKEFERN (PG) - Temp Price Reduction - Trade Promotion - Other Discount - 3409,130 - Finished - Evaluated,Other Discount,ShopRite,41135870,2024-05-12,2024-05-25
YES,2025-02-08,2025-01-04,SOC RTH 8.5-8.8Z,WAKEFERN (PG),Temp Price Reduction,2410200000003034LIVE,"202427-202452 - 20240701 - 20241228 - WAKEFERN (PG) - Temp Price Reduction - Trade Promotion - Other Discount - Requires Re-Approval - 3034, Wakefern 2024 SOC BMSM 2nd Half",130 - Finished - Evaluated,Other Discount,ShopRite,41135870,2024-05-26,2024-12-28
YES,2025-02-22,2025-01-18,BEN RTH 8.5-8.8Z,WAKEFERN (PG),Temp Price Reduction,2410200000003390LIVE,"202424-202426 - 20240602 - 20240629 - WAKEFERN (PG) - Temp Price Reduction - Trade Promotion - Other Discount - 3390, June RTH 4/$9",130 - Finished - Evaluated,Other Discount,ShopRite,41135870,2024-05-26,2024-06-08
YES,2025-02-22,2025-01-18,BEN RTH 8.5-8.8Z,HY VEE (PG),Temp Price Reduction,2410200000003075LIVE,"202422-202427 - 20240601 - 20240630 - HY VEE (PG) - Temp Price Reduction - Trade Promotion - Other Discount - 3075, June Bens Rice Digital Coupon buy 2 get $1 off chicken",130 - Finished - Evaluated,Other Discount,HyVee,40021593,2024-05-30,2024-07-03
YES,2025-02-08,2025-01-04,SOC RTH 8.5-8.8Z,KROGER (PG),Temp Price Reduction,2410200000003621LIVE,"202434-202452 - 20240818 - 20241228 - KROGER (PG) - Temp Price Reduction - Trade Promotion - Other Discount - BCC - Seeds HOLD - 3621, BCC - Seeds HOLD",130 - Finished - Evaluated,Other Discount,Kroger,41135845,2024-06-12,2024-06-25
YES,2025-02-08,2025-01-04,SOC RTH 8.5-8.8Z,KROGER (PG),Temp Price Reduction,2410200000003621LIVE,"202434-202452 - 20240818 - 20241228 - KROGER (PG) - Temp Price Reduction - Trade Promotion - Other Discount - BCC - Seeds HOLD - 3621, BCC - Seeds HOLD",130 - Finished - Evaluated,Other Discount,KrogerFredMeyer,41135845,2024-06-12,2024-06-25
YES,2025-02-08,2025-01-04,SOC RTH 8.5-8.8Z,KROGER (PG),Temp Price Reduction,2410200000003621LIVE,"202434-202452 - 20240818 - 20241228 - KROGER (PG) - Temp Price Reduction - Trade Promotion - Other Discount - BCC - Seeds HOLD - 3621, BCC - Seeds HOLD",130 - Finished - Evaluated,Other Discount,KrogerFrys,41135845,2024-06-12,2024-06-25
YES,2025-02-08,2025-01-04,SOC RTH 8.5-8.8Z,KROGER (PG),Temp Price Reduction,2410200000003621LIVE,"202434-202452 - 20240818 - 20241228 - KROGER (PG) - Temp Price Reduction - Trade Promotion - Other Discount - BCC - Seeds HOLD - 3621, BCC - Seeds HOLD",130 - Finished - Evaluated,Other Discount,KrogerKingSoopers,41135845,2024-06-12,2024-06-25
YES,2025-02-08,2025-01-04,SOC RTH 8.5-8.8Z,KROGER (PG),Temp Price Reduction,2410200000003621LIVE,"202434-202452 - 20240818 - 20241228 - KROGER (PG) - Temp Price Reduction - Trade Promotion - Other Discount - BCC - Seeds HOLD - 3621, BCC - Seeds HOLD",130 - Finished - Evaluated,Other Discount,KrogerRalphs,41135845,2024-06-12,2024-06-25
YES,2025-02-08,2025-01-04,SOC RTH 8.5-8.8Z,KROGER (PG),Temp Price Reduction,2410200000003621LIVE,"202434-202452 - 20240818 - 20241228 - KROGER (PG) - Temp Price Reduction - Trade Promotion - Other Discount - BCC - Seeds HOLD - 3621, BCC - Seeds HOLD",130 - Finished - Evaluated,Other Discount,KrogerSmiths,41135845,2024-06-12,2024-06-25
YES,2025-03-01,2025-01-25,BEN RTH FAM SIZE,ALB - SFWY NORTHERN CAL (PG),Temp Price Reduction,2410200000002721LIVE,"202428-202430 - 20240710 - 20240723 - ALB - SFWY NORTHERN CAL (PG) - Temp Price Reduction - Trade Promotion - Other Discount - 2721, Ben's Family Size July Feature",130 - Finished - Evaluated,Other Discount,ALBNorCal,41136079,2024-06-26,2024-07-09
YES,2025-02-22,2025-01-18,BEN RTH 8.5-8.8Z,WAKEFERN (PG),Temp Price Reduction,2410200000003031LIVE,"202427-202452 - 20240701 - 20241228 - WAKEFERN (PG) - Temp Price Reduction - Trade Promotion - Other Discount - 3031, Wakefern 2024 Bens RTH BMSM 2nd Half",130 - Finished - Evaluated,Other Discount,ShopRite,41135870,2024-07-01,2024-12-31
YES,2025-02-22,2025-01-18,BEN RTH 8.5-8.8Z,AHOLD (PG),Temp Price Reduction,2410200000003204LIVE,"202427-202452 - 20240701 - 20241228 - AHOLD (PG) - Temp Price Reduction - Shopper In trade - Other Discount - 3204, 2024 Shopper in Trade- 2H",130 - Finished - Evaluated,Other Discount,GiantFood,41137437,2024-07-01,2024-12-31
YES,2025-02-22,2025-01-18,BEN RTH 8.5-8.8Z,AHOLD (PG),Temp Price Reduction,2410200000003204LIVE,"202427-202452 - 20240701 - 20241228 - AHOLD (PG) - Temp Price Reduction - Shopper In trade - Other Discount - 3204, 2024 Shopper in Trade- 2H",130 - Finished - Evaluated,Other Discount,GiantMartins,41137437,2024-07-01,2024-12-31
YES,2025-02-22,2025-01-18,BEN RTH 8.5-8.8Z,AHOLD (PG),Temp Price Reduction,2410200000003204LIVE,"202427-202452 - 20240701 - 20241228 - AHOLD (PG) - Temp Price Reduction - Shopper In trade - Other Discount - 3204, 2024 Shopper in Trade- 2H",130 - Finished - Evaluated,Other Discount,StopShop,41137437,2024-07-01,2024-12-31
YES,2025-02-22,2025-01-18,BEN RTH 8.5-8.8Z,HY VEE (PG),Temp Price Reduction,2410200000004104LIVE,"202427-202429 - 20240703 - 20240718 - HY VEE (PG) - Temp Price Reduction - Trade Promotion - Other Discount - 4104, July Bens Rice LPL Ad CRC",130 - Finished - Evaluated,Other Discount,HyVee,40021593,2024-07-04,2024-07-17
YES,2025-03-01,2025-01-25,BEN RTH FAM SIZE,ALB - SFWY MID-ATLANTIC (PG),Temp Price Reduction,2410200000002911LIVE,"202427-202431 - 20240701 - 20240731 - ALB - SFWY MID-ATLANTIC (PG) - Temp Price Reduction - Trade Promotion - Other Discount - FS TPR 4 weeks - 2911, Family size TPR",130 - Finished - Evaluated,Other Discount,ALBMidAtlantic,41136072,2024-07-05,2024-07-11
YES,2025-03-01,2025-01-25,BEN RTH FAM SIZE,ALB - SFWY SOUTHERN CAL (PG),Temp Price Reduction,2410200000002653LIVE,"202428-202430 - 20240710 - 20240723 - ALB - SFWY SOUTHERN CAL (PG) - Temp Price Reduction - Trade Promotion - Other Discount - Requires Re-Approval - 2653, Ben's Family Size July Feature",130 - Finished - Evaluated,Other Discount,ALBSoCal,41136078,2024-07-10,2024-07-23
YES,2025-03-01,2025-01-25,BEN RTH FAM SIZE,ALB - SFWY INTERMOUNTAIN (PG),Temp Price Reduction,2410200000002720LIVE,"202428-202430 - 20240710 - 20240723 - ALB - SFWY INTERMOUNTAIN (PG) - Temp Price Reduction - Trade Promotion - Other Discount - Requires Re-Approval - 2720, Ben's Family Size July Feature",130 - Finished - Evaluated,Other Discount,ALBIntermountain,41136077,2024-07-10,2024-07-23
YES,2025-03-01,2025-01-25,BEN RTH FAM SIZE,ALB - SFWY PORTLAND (PG),Temp Price Reduction,2410200000002722LIVE,"202428-202430 - 20240710 - 20240723 - ALB - SFWY PORTLAND (PG) - Temp Price Reduction - Trade Promotion - Other Discount - 2722, Ben's Family Size July Feature",130 - Finished - Evaluated,Other Discount,ALBPortland,41136069,2024-07-10,2024-07-23
YES,2025-03-01,2025-01-25,BEN RTH FAM SIZE,ALB - SFWY SEATTLE (PG),Temp Price Reduction,2410200000002723LIVE,"202428-202430 - 20240710 - 20240723 - ALB - SFWY SEATTLE (PG) - Temp Price Reduction - Trade Promotion - Other Discount - Requires Re-Approval - 2723, Ben's Family Size July Feature",130 - Finished - Evaluated,Other Discount,ALBSeattle,41136067,2024-07-10,2024-08-08
YES,2025-03-01,2025-01-25,BEN RTH FAM SIZE,ALB - SFWY SOUTHWEST (PG),Temp Price Reduction,2410200000002724LIVE,"202428-202429 - 20240710 - 20240716 - ALB - SFWY SOUTHWEST (PG) - Temp Price Reduction - Trade Promotion - Other Discount - Requires Re-Approval - 2724, Ben's Family Size July Feature",130 - Finished - Evaluated,Other Discount,ALBSouthWest,41136080,2024-07-10,2024-07-23
YES,2025-03-01,2025-01-25,BEN RTH FAM SIZE,ALB - SFWY JEWEL (PG),Temp Price Reduction,2410200000002912LIVE,"202409-202414 - 20240301 - 20240331 - ALB - SFWY JEWEL (PG) - Temp Price Reduction - Trade Promotion - Other Discount - FS TPR 4 weeks - 2912, FS TPR",130 - Finished - Evaluated,Other Discount,ALBJewel,41136073,2024-07-10,2024-07-14
YES,2025-03-01,2025-01-25,BEN RTH FAM SIZE,ALB - SFWY SHAWS (PG),Temp Price Reduction,2410200000002915LIVE,"202427-202431 - 20240701 - 20240731 - ALB - SFWY SHAWS (PG) - Temp Price Reduction - Trade Promotion - Other Discount - 2915, FS TPR",130 - Finished - Evaluated,Other Discount,ALBShaws,41136075,2024-07-10,2024-08-08
YES,2025-02-22,2025-01-18,BEN RTH 8.5-8.8Z,KROGER (PG),Temp Price Reduction,2410200000003017LIVE,"202427-202428 - 20240703 - 20240709 - KROGER (PG) - Temp Price Reduction - Trade Promotion - Other Discount - 24 Ben's RTH WDD KP6w3 $1 off net $1.49 - 3017, 24 Ben's RTH WDD KP6w3 $1 off net $1.49",130 - Finished - Evaluated,Other Discount,Kroger,41135845,2024-07-10,2024-07-16
YES,2025-02-22,2025-01-18,BEN RTH 8.5-8.8Z,KROGER (PG),Temp Price Reduction,2410200000003017LIVE,"202427-202428 - 20240703 - 20240709 - KROGER (PG) - Temp Price Reduction - Trade Promotion - Other Discount - 24 Ben's RTH WDD KP6w3 $1 off net $1.49 - 3017, 24 Ben's RTH WDD KP6w3 $1 off net $1.49",130 - Finished - Evaluated,Other Discount,KrogerFoodLess,41135845,2024-07-10,2024-07-16
YES,2025-02-22,2025-01-18,BEN RTH 8.5-8.8Z,KROGER (PG),Temp Price Reduction,2410200000003017LIVE,"202427-202428 - 20240703 - 20240709 - KROGER (PG) - Temp Price Reduction - Trade Promotion - Other Discount - 24 Ben's RTH WDD KP6w3 $1 off net $1.49 - 3017, 24 Ben's RTH WDD KP6w3 $1 off net $1.49",130 - Finished - Evaluated,Other Discount,KrogerFredMeyer,41135845,2024-07-10,2024-07-16
YES,2025-02-22,2025-01-18,BEN RTH 8.5-8.8Z,KROGER (PG),Temp Price Reduction,2410200000003017LIVE,"202427-202428 - 20240703 - 20240709 - KROGER (PG) - Temp Price Reduction - Trade Promotion - Other Discount - 24 Ben's RTH WDD KP6w3 $1 off net $1.49 - 3017, 24 Ben's RTH WDD KP6w3 $1 off net $1.49",130 - Finished - Evaluated,Other Discount,KrogerFrys,41135845,2024-07-10,2024-07-16
YES,2025-02-22,2025-01-18,BEN RTH 8.5-8.8Z,KROGER (PG),Temp Price Reduction,2410200000003017LIVE,"202427-202428 - 20240703 - 20240709 - KROGER (PG) - Temp Price Reduction - Trade Promotion - Other Discount - 24 Ben's RTH WDD KP6w3 $1 off net $1.49 - 3017, 24 Ben's RTH WDD KP6w3 $1 off net $1.49",130 - Finished - Evaluated,Other Discount,KrogerKingSoopers,41135845,2024-07-10,2024-07-16
YES,2025-02-22,2025-01-18,BEN RTH 8.5-8.8Z,KROGER (PG),Temp Price Reduction,2410200000003017LIVE,"202427-202428 - 20240703 - 20240709 - KROGER (PG) - Temp Price Reduction - Trade Promotion - Other Discount - 24 Ben's RTH WDD KP6w3 $1 off net $1.49 - 3017, 24 Ben's RTH WDD KP6w3 $1 off net $1.49",130 - Finished - Evaluated,Other Discount,KrogerRalphs,41135845,2024-07-10,2024-07-16
YES,2025-02-22,2025-01-18,BEN RTH 8.5-8.8Z,KROGER (PG),Temp Price Reduction,2410200000003017LIVE,"202427-202428 - 20240703 - 20240709 - KROGER (PG) - Temp Price Reduction - Trade Promotion - Other Discount - 24 Ben's RTH WDD KP6w3 $1 off net $1.49 - 3017, 24 Ben's RTH WDD KP6w3 $1 off net $1.49",130 - Finished - Evaluated,Other Discount,KrogerSmiths,41135845,2024-07-10,2024-07-16
YES,2025-02-22,2025-01-18,BEN RTH 8.5-8.8Z,MEIJER (PG),Temp Price Reduction,2410200000002994LIVE,"202426-202432 - 20240616 - 20240807 - MEIJER (PG) - Temp Price Reduction - Trade Promotion - Other Discount - 2994, Q3 mPerks",130 - Finished - Evaluated,Other Discount,Meijer,41135846,2024-07-21,2024-08-31
YES,2025-02-22,2025-01-18,BEN RTH 8.5-8.8Z,HY VEE (PG),Temp Price Reduction,2410200000004105LIVE,"202430-202433 - 20240724 - 20240815 - HY VEE (PG) - Temp Price Reduction - Trade Promotion - Other Discount - Requires Re-Approval - 4105, August Bens Rice LPL Ad CRC",130 - Finished - Evaluated,Other Discount,HyVee,40021593,2024-07-25,2024-08-25
YES,2025-02-22,2025-01-18,BEN RTH 8.5-8.8Z,HY VEE (PG),Temp Price Reduction,2410200000003076LIVE,"202437-202440 - 20240901 - 20240930 - HY VEE (PG) - Temp Price Reduction - Trade Promotion - Other Discount - Requires Re-Approval - 3076, Sept Bens Rice Digital Coupon buy 2 get $1 off chicken",130 - Finished - Evaluated,Other Discount,HyVee,40021593,2024-08-08,2024-09-18
YES,2025-02-22,2025-01-18,BEN RTH 8.5-8.8Z,WAKEFERN (PG),Temp Price Reduction,2410200000002921LIVE,"202436 - 20240825 - 20240907 - WAKEFERN (PG) - Temp Price Reduction - Trade Promotion - Other Discount - 2921, BTS 3/$6.48 Promo with SR Cares",130 - Finished - Evaluated,Other Discount,ShopRite,41135870,2024-08-11,2024-09-07
YES,2025-02-01,2024-12-28,BEN RTH 8.5-8.8Z 6CT PLT,BJ'S WHOLESALE CLUB (PG),Temp Price Reduction,2410200000002989LIVE,"202434-202438 - 20240821 - 20240916 - BJ'S WHOLESALE CLUB (PG) - Temp Price Reduction - Trade Promotion - Other Discount - $2 off any, Requires Re-Approval - 2989, Ben's $2.00 off any coupon",130 - Finished - Evaluated,Other Discount,BJ,41135818,2024-08-16,2024-09-22
YES,2025-02-22,2025-01-18,BEN RTH 8.5-8.8Z,HY VEE (PG),Temp Price Reduction,2410200000004112LIVE,"202433-202436 - 20240814 - 20240907 - HY VEE (PG) - Temp Price Reduction - Trade Promotion - Other Discount - 4112, August Bens Rice LPL Ad CRC",130 - Finished - Evaluated,Other Discount,HyVee,40021593,2024-08-22,2024-09-04
YES,2025-02-22,2025-01-18,SOC RTH 8.5-8.8Z 6CT PLT,BJ'S WHOLESALE CLUB (PG),Temp Price Reduction,2410200000002985LIVE,"202437-202441 - 20240914 - 20241010 - BJ'S WHOLESALE CLUB (PG) - Temp Price Reduction - Trade Promotion - Other Discount - $3 cpn on Seeds - 2985, SoC Super Saver $3 off coupon 4 weeks",130 - Finished - Evaluated,Other Discount,BJ,41135818,2024-09-06,2024-10-13
YES,2025-02-22,2025-01-18,BEN RTH 8.5-8.8Z,KROGER (PG),Temp Price Reduction,2410200000003018LIVE,"202437-202438 - 20240911 - 20240917 - KROGER (PG) - Temp Price Reduction - Trade Promotion - Other Discount - 24 Ben's RTH WDD KP9w1 net $1.49 - 3018, 24 Ben's RTH WDD KP9w1 net $1.49",130 - Finished - Evaluated,Other Discount,Kroger,41135845,2024-09-18,2024-09-24
YES,2025-02-22,2025-01-18,BEN RTH 8.5-8.8Z,KROGER (PG),Temp Price Reduction,2410200000003018LIVE,"202437-202438 - 20240911 - 20240917 - KROGER (PG) - Temp Price Reduction - Trade Promotion - Other Discount - 24 Ben's RTH WDD KP9w1 net $1.49 - 3018, 24 Ben's RTH WDD KP9w1 net $1.49",130 - Finished - Evaluated,Other Discount,KrogerFoodLess,41135845,2024-09-18,2024-09-24
YES,2025-02-22,2025-01-18,BEN RTH 8.5-8.8Z,KROGER (PG),Temp Price Reduction,2410200000003018LIVE,"202437-202438 - 20240911 - 20240917 - KROGER (PG) - Temp Price Reduction - Trade Promotion - Other Discount - 24 Ben's RTH WDD KP9w1 net $1.49 - 3018, 24 Ben's RTH WDD KP9w1 net $1.49",130 - Finished - Evaluated,Other Discount,KrogerFredMeyer,41135845,2024-09-18,2024-09-24
YES,2025-02-22,2025-01-18,BEN RTH 8.5-8.8Z,KROGER (PG),Temp Price Reduction,2410200000003018LIVE,"202437-202438 - 20240911 - 20240917 - KROGER (PG) - Temp Price Reduction - Trade Promotion - Other Discount - 24 Ben's RTH WDD KP9w1 net $1.49 - 3018, 24 Ben's RTH WDD KP9w1 net $1.49",130 - Finished - Evaluated,Other Discount,KrogerFrys,41135845,2024-09-18,2024-09-24
YES,2025-02-22,2025-01-18,BEN RTH 8.5-8.8Z,KROGER (PG),Temp Price Reduction,2410200000003018LIVE,"202437-202438 - 20240911 - 20240917 - KROGER (PG) - Temp Price Reduction - Trade Promotion - Other Discount - 24 Ben's RTH WDD KP9w1 net $1.49 - 3018, 24 Ben's RTH WDD KP9w1 net $1.49",130 - Finished - Evaluated,Other Discount,KrogerKingSoopers,41135845,2024-09-18,2024-09-24
YES,2025-02-22,2025-01-18,BEN RTH 8.5-8.8Z,KROGER (PG),Temp Price Reduction,2410200000003018LIVE,"202437-202438 - 20240911 - 20240917 - KROGER (PG) - Temp Price Reduction - Trade Promotion - Other Discount - 24 Ben's RTH WDD KP9w1 net $1.49 - 3018, 24 Ben's RTH WDD KP9w1 net $1.49",130 - Finished - Evaluated,Other Discount,KrogerRalphs,41135845,2024-09-18,2024-09-24
YES,2025-02-22,2025-01-18,BEN RTH 8.5-8.8Z,KROGER (PG),Temp Price Reduction,2410200000003018LIVE,"202437-202438 - 20240911 - 20240917 - KROGER (PG) - Temp Price Reduction - Trade Promotion - Other Discount - 24 Ben's RTH WDD KP9w1 net $1.49 - 3018, 24 Ben's RTH WDD KP9w1 net $1.49",130 - Finished - Evaluated,Other Discount,KrogerSmiths,41135845,2024-09-18,2024-09-24
YES,2025-02-22,2025-01-18,BEN RTH 8.5-8.8Z,HY VEE (PG),Temp Price Reduction,2410200000004113LIVE,"202438-202440 - 20240908 - 20241005 - HY VEE (PG) - Temp Price Reduction - Trade Promotion - Other Discount - 4113, Sept Bens Rice LPL Ad CRC",130 - Finished - Evaluated,Other Discount,HyVee,40021593,2024-09-19,2024-10-02
YES,2025-02-22,2025-01-18,BEN RTH 8.5-8.8Z,MEIJER (PG),Temp Price Reduction,2410200000002995LIVE,"202438-202452 - 20240908 - 20241228 - MEIJER (PG) - Temp Price Reduction - Trade Promotion - Other Discount - 2995, Q4 mPerks",130 - Finished - Evaluated,Other Discount,Meijer,41135846,2024-09-29,2025-01-04
YES,2025-01-11,2024-12-07,BEN DRY REG PLN 5LB,ALB - SFWY SEATTLE (PG),Temp Price Reduction,2410200000002763LIVE,"202445-202449 - 20241106 - 20241203 - ALB - SFWY SEATTLE (PG) - Temp Price Reduction - Trade Promotion - Other Discount - Requires Re-Approval - 2763, 5lb CBR November TPR",130 - Finished - Evaluated,Other Discount,ALBSeattle,41136067,2024-11-06,2024-12-03
YES,2025-02-22,2025-01-18,SOC RTH 8.5-8.8Z 6CT PLT,BJ'S WHOLESALE CLUB (PG),Temp Price Reduction,2410200000002986LIVE,"202447-202450 - 20241119 - 20241210 - BJ'S WHOLESALE CLUB (PG) - Temp Price Reduction - Trade Promotion - Other Discount - $3 cpn on Seeds - 2986, SoC Super Saver $3 off coupon 4 weeks",130 - Finished - Evaluated,Other Discount,BJ,41135818,2024-11-10,2024-12-24
YES,2025-02-22,2025-01-18,BEN RTH 8.5-8.8Z,WAKEFERN (PG),Temp Price Reduction,2410200000003092LIVE,"202432-202448 - 20240728 - 20241129 - WAKEFERN (PG) - Temp Price Reduction - Shopper In trade - Other Discount - 3092, Shoprite Cares PRogram",130 - Finished - Evaluated,Other Discount,ShopRite,41135870,2024-11-10,2025-02-01
YES,2025-01-11,2024-12-07,BEN DRY REG PLN 5LB,ALB - SFWY NORTHERN CAL (PG),Temp Price Reduction,2410200000002761LIVE,"202445-202449 - 20241106 - 20241203 - ALB - SFWY NORTHERN CAL (PG) - Temp Price Reduction - Trade Promotion - Other Discount - Requires Re-Approval - 2761, 5lb CBR November TPR",130 - Finished - Evaluated,Other Discount,ALBNorCal,41136079,2024-11-13,2024-12-10
YES,2025-02-22,2025-01-18,BEN RTH 8.5-8.8Z,WAKEFERN (PG),Temp Price Reduction,2410200000002914LIVE,"202449-202452 - 20241206 - 20241227 - WAKEFERN (PG) - Temp Price Reduction - Trade Promotion - Other Discount - 2914, Wakefern 2025 Can Can",130 - Finished - Evaluated,Other Discount,ShopRite,41135870,2024-12-29,2025-01-18
YES,2025-01-11,2024-12-07,BEN DRY REG PLN 5LB,ALB - SFWY JEWEL (PG),Temp Price Reduction,2410200000004282LIVE,"202501-202505 - 20241230 - 20250126 - ALB - SFWY JEWEL (PG) - Temp Price Reduction - Trade Promotion - Other Discount - 4282, 5lb CBR TPR",130 - Finished - Evaluated,Other Discount,ALBJewel,41136073,2024-12-30,2025-01-26
YES,2025-05-03,2025-04-26,BEN RTH FAM SIZE,KROGER (PG),Temp Price Reduction,2410200000004108LIVE,"202501-202504 - 2025-01-01 00:00:00 - 2025-01-21 00:00:00 - KROGER (PG) - Temp Price Reduction - Trade Promotion - Other Discount - 25-KP12w4 BEN FAM $1 Mega  - 4108, 25-KP12w4 BEN FAM $1 Mega",130 - Finished - Evaluated,Other Discount,Kroger,41135845,2025-01-02,2025-01-21
YES,2025-05-03,2025-04-26,BEN RTH FAM SIZE,KROGER (PG),Temp Price Reduction,2410200000004108LIVE,"202501-202504 - 2025-01-01 00:00:00 - 2025-01-21 00:00:00 - KROGER (PG) - Temp Price Reduction - Trade Promotion - Other Discount - 25-KP12w4 BEN FAM $1 Mega  - 4108, 25-KP12w4 BEN FAM $1 Mega",130 - Finished - Evaluated,Other Discount,KrogerFredMeyer,41135845,2025-01-02,2025-01-21
YES,2025-05-03,2025-04-26,BEN RTH FAM SIZE,KROGER (PG),Temp Price Reduction,2410200000004108LIVE,"202501-202504 - 2025-01-01 00:00:00 - 2025-01-21 00:00:00 - KROGER (PG) - Temp Price Reduction - Trade Promotion - Other Discount - 25-KP12w4 BEN FAM $1 Mega  - 4108, 25-KP12w4 BEN FAM $1 Mega",130 - Finished - Evaluated,Other Discount,KrogerRalphs,41135845,2025-01-02,2025-01-21
YES,2025-05-03,2025-04-26,BEN RTH FAM SIZE,KROGER (PG),Temp Price Reduction,2410200000004108LIVE,"202501-202504 - 2025-01-01 00:00:00 - 2025-01-21 00:00:00 - KROGER (PG) - Temp Price Reduction - Trade Promotion - Other Discount - 25-KP12w4 BEN FAM $1 Mega  - 4108, 25-KP12w4 BEN FAM $1 Mega",130 - Finished - Evaluated,Other Discount,KrogerSmiths,41135845,2025-01-02,2025-01-21
YES,2025-01-11,2024-12-07,BEN DRY REG PLN 5LB,ALB - SFWY MID-ATLANTIC (PG),Temp Price Reduction,2410200000004279LIVE,"202501-202513 - 20250103 - 20250327 - ALB - SFWY MID-ATLANTIC (PG) - Temp Price Reduction - Trade Promotion - Other Discount - 4279, Ben's 5lb CBR TPR",130 - Finished - Evaluated,Other Discount,ALBMidAtlantic,41136072,2025-01-03,2025-03-22
